time,bid,ask,last,volume,time_msc,flags,volume_real
1788343236,4308.755,4308.795,0.0,0,1788343236472,6,0.0
1788343236,4308.872,4308.912,0.0,0,1788343236593,6,0.0
1788343236,4308.925,4308.965,0.0,0,1788343236833,6,0.0
1788343236,4308.99,4309.03,0.0,0,1788343236861,6,0.0
1788343237,4308.917,4308.957,0.0,0,1788343237460,6,0.0
1788343238,4308.721,4308.761,0.0,0,1788343238429,6,0.0
1788343239,4308.987,4309.027,0.0,0,1788343239755,6,0.0
1788343240,4309.044,4309.084,0.0,0,1788343240224,6,0.0
1788343240,4309.095,4309.135,0.0,0,1788343240233,6,0.0
1788343240,4309.147,4309.187,0.0,0,1788343240372,6,0.0
1788343240,4308.836,4308.876,0.0,0,1788343240450,6,0.0
1788343240,4308.76,4308.81,0.0,0,1788343240456,6,0.0
1788343240,4308.837,4308.877,0.0,0,1788343240875,6,0.0
1788343240,4308.917,4308.957,0.0,0,1788343240896,6,0.0
1788343241,4308.852,4308.902,0.0,0,1788343241123,6,0.0
1788343241,4308.906,4308.956,0.0,0,1788343241441,6,0.0
1788343241,4308.968,4309.018,0.0,0,1788343241448,6,0.0
1788343242,4308.934,4308.984,0.0,0,1788343242494,6,0.0
1788343243,4309.204,4309.244,0.0,0,1788343243556,6,0.0
1788343243,4308.892,4308.932,0.0,0,1788343243781,6,0.0
1788343243,4308.86,4308.9,0.0,0,1788343243810,6,0.0
1788343243,4308.781,4308.831,0.0,0,1788343243821,6,0.0
1788343243,4308.729,4308.779,0.0,0,1788343243829,6,0.0
1788343243,4308.657,4308.707,0.0,0,1788343243840,6,0.0
1788343243,4308.605,4308.655,0.0,0,1788343243841,6,0.0
1788343243,4308.468,4308.518,0.0,0,1788343243886,6,0.0
1788343244,4308.803,4308.853,0.0,0,1788343244030,6,0.0
1788343244,4308.866,4308.916,0.0,0,1788343244049,6,0.0
1788343244,4308.918,4308.968,0.0,0,1788343244082,6,0.0
1788343244,4308.853,4308.903,0.0,0,1788343244516,6,0.0
1788343244,4308.753,4308.803,0.0,0,1788343244531,6,0.0
1788343244,4308.482,4308.532,0.0,0,1788343244757,6,0.0
1788343244,4308.399,4308.449,0.0,0,1788343244889,6,0.0
1788343245,4308.338,4308.388,0.0,0,1788343245009,6,0.0
1788343245,4308.67,4308.72,0.0,0,1788343245242,6,0.0
1788343245,4308.737,4308.787,0.0,0,1788343245250,6,0.0
1788343245,4308.79,4308.84,0.0,0,1788343245258,6,0.0
1788343245,4308.907,4308.957,0.0,0,1788343245642,6,0.0
1788343245,4308.963,4309.013,0.0,0,1788343245749,6,0.0
1788343246,4308.705,4308.755,0.0,0,1788343246755,6,0.0
1788343247,4308.967,4309.017,0.0,0,1788343247977,6,0.0
1788343248,4308.913,4308.963,0.0,0,1788343248187,6,0.0
1788343249,4308.652,4308.702,0.0,0,1788343249338,6,0.0
1788343250,4308.712,4308.762,0.0,0,1788343250221,6,0.0
1788343250,4308.764,4308.814,0.0,0,1788343250432,6,0.0
1788343251,4309.025,4309.075,0.0,0,1788343251644,6,0.0
1788343252,4309.085,4309.135,0.0,0,1788343252502,6,0.0
1788343252,4309.147,4309.197,0.0,0,1788343252530,6,0.0
1788343253,4308.926,4308.976,0.0,0,1788343253169,6,0.0
1788343253,4308.872,4308.922,0.0,0,1788343253241,6,0.0
1788343253,4308.818,4308.868,0.0,0,1788343253400,6,0.0
1788343253,4308.753,4308.803,0.0,0,1788343253406,6,0.0
1788343253,4308.812,4308.862,0.0,0,1788343253419,6,0.0
1788343253,4308.868,4308.918,0.0,0,1788343253421,6,0.0
1788343253,4308.928,4308.978,0.0,0,1788343253427,6,0.0
1788343253,4308.865,4308.915,0.0,0,1788343253469,6,0.0
1788343253,4308.802,4308.852,0.0,0,1788343253475,6,0.0
1788343253,4308.675,4308.725,0.0,0,1788343253487,6,0.0
1788343253,4308.798,4308.848,0.0,0,1788343253527,6,0.0
1788343254,4308.864,4308.914,0.0,0,1788343254129,6,0.0
1788343254,4308.949,4308.999,0.0,0,1788343254130,6,0.0
1788343254,4309.013,4309.063,0.0,0,1788343254133,6,0.0
1788343254,4308.953,4309.003,0.0,0,1788343254138,6,0.0
1788343254,4309.01,4309.06,0.0,0,1788343254148,6,0.0
1788343254,4309.089,4309.139,0.0,0,1788343254150,6,0.0
1788343254,4309.025,4309.075,0.0,0,1788343254191,6,0.0
1788343254,4308.971,4309.021,0.0,0,1788343254214,6,0.0
1788343255,4309.234,4309.284,0.0,0,1788343255219,6,0.0
1788343255,4309.105,4309.155,0.0,0,1788343255272,6,0.0
1788343255,4309.223,4309.273,0.0,0,1788343255839,6,0.0
1788343255,4309.103,4309.153,0.0,0,1788343255939,6,0.0
1788343255,4309.049,4309.099,0.0,0,1788343255949,6,0.0
1788343256,4309.034,4309.084,0.0,0,1788343256955,6,0.0
1788343258,4309.029,4309.079,0.0,0,1788343258199,6,0.0
1788343258,4308.977,4309.027,0.0,0,1788343258713,6,0.0
1788343259,4309.033,4309.083,0.0,0,1788343259078,6,0.0
1788343260,4309.018,4309.068,0.0,0,1788343260088,6,0.0
1788343260,4308.966,4309.016,0.0,0,1788343260108,6,0.0
1788343260,4308.907,4308.957,0.0,0,1788343260129,6,0.0
1788343260,4308.97,4309.02,0.0,0,1788343260186,6,0.0
1788343260,4308.913,4308.963,0.0,0,1788343260247,6,0.0
1788343260,4308.851,4308.901,0.0,0,1788343260268,6,0.0
1788343261,4308.728,4308.778,0.0,0,1788343261409,6,0.0
1788343261,4308.791,4308.841,0.0,0,1788343261972,6,0.0
1788343262,4308.929,4308.979,0.0,0,1788343262543,6,0.0
1788343262,4309.051,4309.101,0.0,0,1788343262644,6,0.0
1788343262,4308.935,4308.985,0.0,0,1788343262857,6,0.0
1788343262,4308.88,4308.93,0.0,0,1788343262887,6,0.0
1788343263,4308.932,4308.982,0.0,0,1788343263744,6,0.0
1788343264,4308.777,4308.827,0.0,0,1788343264178,6,0.0
1788343264,4308.831,4308.881,0.0,0,1788343264537,6,0.0
1788343264,4308.876,4308.926,0.0,0,1788343264643,6,0.0
1788343264,4308.659,4308.709,0.0,0,1788343264687,6,0.0
1788343264,4308.764,4308.814,0.0,0,1788343264786,6,0.0
1788343265,4308.83,4308.88,0.0,0,1788343265227,6,0.0
1788343265,4309.03,4309.08,0.0,0,1788343265253,6,0.0
1788343265,4308.803,4308.853,0.0,0,1788343265569,6,0.0
1788343265,4308.96,4309.01,0.0,0,1788343265792,6,0.0
1788343266,4309.061,4309.101,0.0,0,1788343266242,6,0.0
1788343266,4309.12,4309.16,0.0,0,1788343266245,6,0.0
1788343266,4309.16,4309.21,0.0,0,1788343266248,6,0.0
1788343266,4309.374,4309.424,0.0,0,1788343266665,6,0.0
1788343266,4309.158,4309.208,0.0,0,1788343266888,6,0.0
1788343267,4309.216,4309.266,0.0,0,1788343267883,6,0.0
1788343268,4309.281,4309.321,0.0,0,1788343268050,6,0.0
1788343268,4309.334,4309.374,0.0,0,1788343268090,6,0.0
1788343268,4309.391,4309.431,0.0,0,1788343268094,6,0.0
1788343268,4309.312,4309.362,0.0,0,1788343268098,6,0.0
1788343268,4309.38,4309.43,0.0,0,1788343268113,6,0.0
1788343268,4309.434,4309.484,0.0,0,1788343268131,6,0.0
1788343268,4309.349,4309.399,0.0,0,1788343268165,6,0.0
1788343268,4309.294,4309.344,0.0,0,1788343268188,6,0.0
1788343268,4309.21,4309.26,0.0,0,1788343268193,6,0.0
1788343268,4309.362,4309.412,0.0,0,1788343268921,6,0.0
1788343269,4309.24,4309.29,0.0,0,1788343269083,6,0.0
1788343269,4309.121,4309.171,0.0,0,1788343269219,6,0.0
1788343270,4308.977,4309.027,0.0,0,1788343270233,6,0.0
1788343270,4309.307,4309.357,0.0,0,1788343270639,6,0.0
1788343270,4309.435,4309.485,0.0,0,1788343270663,6,0.0
1788343271,4309.404,4309.454,0.0,0,1788343271581,6,0.0
1788343271,4309.37,4309.42,0.0,0,1788343271614,6,0.0
1788343271,4309.409,4309.459,0.0,0,1788343271633,6,0.0
1788343271,4309.477,4309.527,0.0,0,1788343271978,6,0.0
1788343272,4309.532,4309.582,0.0,0,1788343272079,6,0.0
1788343272,4309.591,4309.641,0.0,0,1788343272181,6,0.0
1788343272,4309.495,4309.545,0.0,0,1788343272283,6,0.0
1788343272,4309.442,4309.492,0.0,0,1788343272323,6,0.0
1788343273,4309.71,4309.76,0.0,0,1788343273378,6,0.0
1788343274,4309.559,4309.609,0.0,0,1788343274344,6,0.0
1788343274,4309.251,4309.301,0.0,0,1788343274770,6,0.0
1788343275,4309.369,4309.419,0.0,0,1788343275072,6,0.0
1788343276,4309.632,4309.682,0.0,0,1788343276089,6,0.0
1788343277,4309.668,4309.718,0.0,0,1788343277090,6,0.0
1788343277,4309.449,4309.499,0.0,0,1788343277387,6,0.0
1788343277,4309.511,4309.561,0.0,0,1788343277432,6,0.0
1788343277,4309.569,4309.619,0.0,0,1788343277452,6,0.0
1788343277,4309.528,4309.568,0.0,0,1788343277630,6,0.0
1788343277,4309.453,4309.503,0.0,0,1788343277655,6,0.0
1788343277,4309.505,4309.555,0.0,0,1788343277865,6,0.0
1788343278,4309.823,4309.863,0.0,0,1788343278390,6,0.0
1788343278,4309.764,4309.804,0.0,0,1788343278536,6,0.0
1788343278,4309.602,4309.642,0.0,0,1788343278670,6,0.0
1788343278,4309.517,4309.557,0.0,0,1788343278679,6,0.0
1788343278,4309.368,4309.408,0.0,0,1788343278723,6,0.0
1788343279,4309.59,4309.64,0.0,0,1788343279422,6,0.0
1788343279,4309.711,4309.761,0.0,0,1788343279445,6,0.0
1788343280,4309.441,4309.481,0.0,0,1788343280689,6,0.0
1788343280,4309.325,4309.365,0.0,0,1788343280872,6,0.0
1788343281,4309.438,4309.478,0.0,0,1788343281072,6,0.0
1788343281,4309.321,4309.361,0.0,0,1788343281273,6,0.0
1788343281,4309.265,4309.305,0.0,0,1788343281283,6,0.0
1788343281,4309.185,4309.235,0.0,0,1788343281380,6,0.0
1788343281,4309.131,4309.181,0.0,0,1788343281394,6,0.0
1788343282,4309.459,4309.509,0.0,0,1788343282023,6,0.0
1788343282,4309.398,4309.448,0.0,0,1788343282058,6,0.0
1788343282,4309.34,4309.39,0.0,0,1788343282856,6,0.0
1788343282,4309.268,4309.318,0.0,0,1788343282863,6,0.0
1788343283,4309.323,4309.373,0.0,0,1788343283026,6,0.0
1788343283,4309.382,4309.432,0.0,0,1788343283110,6,0.0
1788343283,4309.437,4309.487,0.0,0,1788343283203,6,0.0
1788343283,4309.356,4309.406,0.0,0,1788343283724,6,0.0
1788343283,4309.246,4309.296,0.0,0,1788343283736,6,0.0
1788343283,4309.185,4309.235,0.0,0,1788343283754,6,0.0
1788343283,4309.133,4309.183,0.0,0,1788343283756,6,0.0
1788343283,4309.071,4309.121,0.0,0,1788343283777,6,0.0
1788343283,4309.004,4309.054,0.0,0,1788343283857,6,0.0
1788343283,4308.947,4308.997,0.0,0,1788343283874,6,0.0
1788343283,4308.893,4308.943,0.0,0,1788343283897,6,0.0
1788343284,4308.945,4308.995,0.0,0,1788343284134,6,0.0
1788343284,4309.006,4309.056,0.0,0,1788343284158,6,0.0
1788343284,4309.076,4309.126,0.0,0,1788343284170,6,0.0
1788343284,4308.746,4308.796,0.0,0,1788343284603,6,0.0
1788343284,4308.683,4308.733,0.0,0,1788343284618,6,0.0
1788343285,4308.937,4308.987,0.0,0,1788343285626,6,0.0
1788343285,4308.99,4309.04,0.0,0,1788343285678,6,0.0
1788343285,4309.045,4309.095,0.0,0,1788343285680,6,0.0
1788343285,4309.174,4309.224,0.0,0,1788343285685,6,0.0
1788343285,4309.055,4309.105,0.0,0,1788343285735,6,0.0
1788343286,4309.173,4309.223,0.0,0,1788343286414,6,0.0
1788343286,4309.254,4309.304,0.0,0,1788343286434,6,0.0
1788343286,4309.312,4309.362,0.0,0,1788343286449,6,0.0
1788343286,4309.371,4309.421,0.0,0,1788343286499,6,0.0
1788343286,4309.426,4309.476,0.0,0,1788343286576,6,0.0
1788343286,4309.23,4309.28,0.0,0,1788343286864,6,0.0
1788343286,4309.124,4309.174,0.0,0,1788343286884,6,0.0
1788343287,4309.049,4309.099,0.0,0,1788343287902,6,0.0
1788343288,4309.101,4309.151,0.0,0,1788343288161,6,0.0
1788343289,4309.417,4309.467,0.0,0,1788343289296,6,0.0
1788343289,4309.364,4309.414,0.0,0,1788343289562,6,0.0
1788343290,4309.052,4309.102,0.0,0,1788343290735,6,0.0
1788343291,4308.952,4309.002,0.0,0,1788343291738,6,0.0
1788343292,4309.221,4309.271,0.0,0,1788343292856,6,0.0
1788343293,4309.212,4309.262,0.0,0,1788343293978,6,0.0
1788343294,4308.883,4308.933,0.0,0,1788343294105,6,0.0
1788343294,4308.812,4308.862,0.0,0,1788343294107,6,0.0
1788343294,4308.758,4308.808,0.0,0,1788343294113,6,0.0
1788343294,4308.668,4308.718,0.0,0,1788343294133,6,0.0
1788343294,4308.609,4308.659,0.0,0,1788343294276,6,0.0
1788343294,4308.681,4308.731,0.0,0,1788343294316,6,0.0
1788343295,4308.965,4309.015,0.0,0,1788343295408,6,0.0
1788343295,4309.02,4309.07,0.0,0,1788343295483,6,0.0
1788343295,4308.968,4309.018,0.0,0,1788343295779,6,0.0
1788343296,4308.915,4308.965,0.0,0,1788343296043,6,0.0
1788343296,4308.968,4309.018,0.0,0,1788343296386,6,0.0
1788343296,4308.916,4308.966,0.0,0,1788343296993,6,0.0
1788343297,4308.858,4308.908,0.0,0,1788343297036,6,0.0
1788343298,4308.554,4308.604,0.0,0,1788343298084,6,0.0
1788343299,4308.763,4308.813,0.0,0,1788343299075,6,0.0
1788343299,4308.696,4308.746,0.0,0,1788343299085,6,0.0
1788343299,4308.642,4308.692,0.0,0,1788343299108,6,0.0
1788343299,4308.586,4308.636,0.0,0,1788343299135,6,0.0
1788343299,4308.521,4308.571,0.0,0,1788343299799,6,0.0
1788343299,4308.464,4308.514,0.0,0,1788343299856,6,0.0
1788343299,4308.398,4308.448,0.0,0,1788343299880,6,0.0
1788343300,4308.325,4308.375,0.0,0,1788343300061,6,0.0
1788343301,4308.309,4308.359,0.0,0,1788343301062,6,0.0
1788343301,4308.38,4308.43,0.0,0,1788343301072,6,0.0
1788343301,4308.439,4308.489,0.0,0,1788343301074,6,0.0
1788343301,4308.511,4308.561,0.0,0,1788343301090,6,0.0
1788343301,4308.563,4308.613,0.0,0,1788343301133,6,0.0
1788343301,4308.511,4308.561,0.0,0,1788343301716,6,0.0
1788343301,4308.457,4308.507,0.0,0,1788343301818,6,0.0
1788343302,4308.248,4308.298,0.0,0,1788343302440,6,0.0
1788343303,4308.28,4308.33,0.0,0,1788343303443,6,0.0
1788343304,4308.405,4308.455,0.0,0,1788343304204,6,0.0
1788343304,4308.731,4308.781,0.0,0,1788343304398,6,0.0
1788343304,4308.671,4308.721,0.0,0,1788343304492,6,0.0
1788343305,4308.291,4308.341,0.0,0,1788343305493,6,0.0
1788343305,4308.232,4308.282,0.0,0,1788343305553,6,0.0
1788343305,4308.18,4308.23,0.0,0,1788343305869,6,0.0
1788343306,4308.128,4308.178,0.0,0,1788343306023,6,0.0
1788343306,4308.416,4308.466,0.0,0,1788343306872,6,0.0
