time,open,high,low,close,tick_volume,spread,real_volume
2025-04-27 00:00:00+00:00,3325.72,3330.336,3298.686,3302.819,25743,0,0
2025-04-28 00:00:00+00:00,3302.871,3353.101,3268.182,3337.69,306457,0,0
2025-04-29 00:00:00+00:00,3337.723,3340.119,3299.729,3317.202,257880,0,0
2025-04-30 00:00:00+00:00,3317.202,3328.051,3266.981,3272.967,298218,0,0
2025-05-01 00:00:00+00:00,3273.002,3276.394,3201.942,3237.333,319210,0,0
2025-05-02 00:00:00+00:00,3237.371,3269.322,3222.801,3241.027,280826,0,0
2025-05-04 00:00:00+00:00,3238.57,3252.38,3237.57,3248.002,17295,0,0
2025-05-05 00:00:00+00:00,3248.073,3338.132,3241.26,3334.111,263429,0,0
2025-05-06 00:00:00+00:00,3334.118,3435.096,3323.219,3400.803,376014,0,0
2025-05-07 00:00:00+00:00,3400.845,3401.746,3360.148,3376.568,357309,0,0
2025-05-08 00:00:00+00:00,3376.595,3414.931,3288.806,3316.492,386929,0,0
2025-05-09 00:00:00+00:00,3316.528,3347.636,3274.744,3326.885,270426,0,0
2025-05-11 00:00:00+00:00,3282.335,3292.691,3265.927,3287.614,32384,0,0
2025-05-12 00:00:00+00:00,3287.586,3290.046,3207.773,3236.96,398566,0,0
2025-05-13 00:00:00+00:00,3236.986,3265.739,3215.942,3254.506,263125,0,0
2025-05-14 00:00:00+00:00,3254.468,3254.738,3168.037,3186.088,312295,0,0
2025-05-15 00:00:00+00:00,3186.014,3252.212,3120.729,3237.23,310921,0,0
2025-05-16 00:00:00+00:00,3237.255,3244.695,3154.301,3202.297,313127,0,0
2025-05-18 00:00:00+00:00,3214.306,3245.34,3211.724,3234.99,28710,0,0
2025-05-19 00:00:00+00:00,3235.027,3249.892,3206.664,3222.612,267248,0,0
2025-05-20 00:00:00+00:00,3222.641,3304.224,3204.615,3290.775,274980,0,0
2025-05-21 00:00:00+00:00,3290.814,3324.977,3285.5,3320.161,284526,0,0
2025-05-22 00:00:00+00:00,3320.218,3345.51,3279.332,3300.226,302777,0,0
2025-05-23 00:00:00+00:00,3300.252,3366.011,3287.022,3356.365,303312,0,0
2025-05-25 00:00:00+00:00,3352.175,3352.56,3341.429,3342.771,22904,0,0
2025-05-26 00:00:00+00:00,3342.81,3356.939,3323.565,3346.219,165339,0,0
2025-05-27 00:00:00+00:00,3346.262,3350.109,3285.169,3309.482,249630,0,0
2025-05-28 00:00:00+00:00,3309.511,3325.636,3250.338,3259.975,245381,0,0
2025-05-29 00:00:00+00:00,3259.984,3331.333,3245.512,3315.583,268485,0,0
2025-05-30 00:00:00+00:00,3315.578,3322.857,3271.606,3289.745,264902,0,0
2025-06-01 00:00:00+00:00,3303.193,3316.822,3299.953,3310.335,17008,0,0
2025-06-02 00:00:00+00:00,3310.293,3392.318,3301.489,3387.464,234613,0,0
2025-06-03 00:00:00+00:00,3387.457,3388.751,3333.183,3360.014,224829,0,0
2025-06-04 00:00:00+00:00,3360.069,3384.717,3343.808,3378.122,218113,0,0
2025-06-05 00:00:00+00:00,3378.179,3403.672,3339.45,3361.89,319264,0,0
2025-06-06 00:00:00+00:00,3361.947,3375.765,3307.133,3311.782,266645,0,0
2025-06-08 00:00:00+00:00,3317.899,3321.294,3309.308,3318.118,14557,0,0
2025-06-09 00:00:00+00:00,3318.162,3338.296,3293.533,3326.846,200274,0,0
2025-06-10 00:00:00+00:00,3326.889,3349.233,3302.013,3327.942,228678,0,0
2025-06-11 00:00:00+00:00,3327.979,3373.614,3319.274,3365.456,271599,0,0
2025-06-12 00:00:00+00:00,3365.552,3399.125,3338.65,3395.843,280180,0,0
2025-06-13 00:00:00+00:00,3395.803,3446.835,3391.797,3433.601,341540,0,0
2025-06-15 00:00:00+00:00,3441.056,3451.339,3438.684,3444.221,24963,0,0
2025-06-16 00:00:00+00:00,3444.246,3451.329,3382.805,3402.849,275959,0,0
2025-06-17 00:00:00+00:00,3402.895,3403.369,3366.159,3387.466,267353,0,0
2025-06-18 00:00:00+00:00,3387.375,3400.077,3362.554,3375.103,245563,0,0
2025-06-19 00:00:00+00:00,3375.122,3387.976,3347.554,3368.819,184715,0,0
2025-06-20 00:00:00+00:00,3368.843,3374.557,3340.425,3368.698,185565,0,0
2025-06-22 00:00:00+00:00,3384.197,3388.992,3371.253,3372.835,26389,0,0
2025-06-23 00:00:00+00:00,3372.856,3393.586,3341.526,3344.393,255084,0,0
2025-06-24 00:00:00+00:00,3344.448,3357.992,3295.419,3324.219,256087,0,0
2025-06-25 00:00:00+00:00,3324.167,3340.238,3311.974,3339.108,159725,0,0
2025-06-26 00:00:00+00:00,3339.067,3350.45,3310.026,3318.838,197673,0,0
2025-06-27 00:00:00+00:00,3318.811,3322.092,3255.916,3274.678,241792,0,0
2025-06-29 00:00:00+00:00,3272.568,3274.314,3248.001,3263.874,27934,0,0
2025-06-30 00:00:00+00:00,3263.826,3314.657,3259.525,3312.521,185040,0,0
2025-07-01 00:00:00+00:00,3312.526,3358.095,3309.997,3338.232,187657,0,0
2025-07-02 00:00:00+00:00,3338.266,3365.832,3327.665,3349.475,176226,0,0
2025-07-03 00:00:00+00:00,3349.522,3363.757,3311.615,3330.951,180234,0,0
2025-07-04 00:00:00+00:00,3330.955,3345.207,3325.948,3335.15,97071,0,0
2025-07-06 00:00:00+00:00,3341.488,3341.991,3326.267,3328.933,12010,0,0
2025-07-07 00:00:00+00:00,3328.91,3345.932,3296.376,3334.733,206332,0,0
2025-07-08 00:00:00+00:00,3334.776,3339.58,3287.14,3302.357,195889,0,0
2025-07-09 00:00:00+00:00,3302.464,3321.184,3282.706,3317.741,179083,0,0
2025-07-10 00:00:00+00:00,3317.639,3330.398,3310.097,3323.888,159159,0,0
2025-07-11 00:00:00+00:00,3323.844,3368.829,3323.701,3355.185,187099,0,0
2025-07-13 00:00:00+00:00,3361.375,3374.097,3359.738,3367.852,17924,0,0
2025-07-14 00:00:00+00:00,3367.811,3375.158,3341.073,3345.417,170385,0,0
2025-07-15 00:00:00+00:00,3345.379,3366.399,3320.298,3331.136,177237,0,0
2025-07-16 00:00:00+00:00,3331.172,3377.63,3319.609,3346.606,241088,0,0
2025-07-17 00:00:00+00:00,3346.636,3347.485,3309.963,3340.294,165354,0,0
2025-07-18 00:00:00+00:00,3340.244,3361.292,3331.857,3350.475,137806,0,0
2025-07-20 00:00:00+00:00,3348.847,3350.195,3345.045,3349.19,7796,0,0
2025-07-21 00:00:00+00:00,3349.248,3402.863,3347.776,3396.612,159424,0,0
2025-07-22 00:00:00+00:00,3396.62,3433.587,3383.32,3427.538,182327,0,0
2025-07-23 00:00:00+00:00,3427.513,3439.001,3381.455,3390.088,207856,0,0
