time,open,high,low,close,tick_volume,spread,real_volume
2026-07-23 00:00:00+00:00,4133.419,4134.839,4125.124,4132.379,10650,40,0
2026-07-23 01:00:00+00:00,4132.318,4141.209,4114.393,4118.027,21095,40,0
2026-07-23 02:00:00+00:00,4117.971,4128.972,4112.289,4128.08,13799,40,0
2026-07-23 03:00:00+00:00,4128.028,4133.393,4124.01,4124.768,8943,40,0
2026-07-23 04:00:00+00:00,4124.776,4130.55,4120.125,4121.451,7208,40,0
2026-07-23 05:00:00+00:00,4121.426,4130.702,4119.597,4123.93,10121,40,0
2026-07-23 06:00:00+00:00,4123.991,4128.307,4116.978,4118.711,10838,40,0
2026-07-23 07:00:00+00:00,4118.691,4119.61,4090.038,4095.626,16163,40,0
2026-07-23 08:00:00+00:00,4095.577,4097.837,4087.068,4093.392,11932,40,0
2026-07-23 09:00:00+00:00,4093.283,4099.445,4088.482,4090.129,10161,40,0
2026-07-23 10:00:00+00:00,4090.076,4095.519,4086.035,4093.418,9870,40,0
2026-07-23 11:00:00+00:00,4093.221,4093.99,4072.811,4085.849,14394,40,0
2026-07-23 12:00:00+00:00,4085.797,4086.18,4060.918,4061.837,19164,40,0
2026-07-23 13:00:00+00:00,4061.865,4067.663,4040.388,4043.409,33412,40,0
2026-07-23 14:00:00+00:00,4043.603,4061.903,4040.186,4058.039,24538,40,0
2026-07-23 15:00:00+00:00,4058.096,4059.51,4042.288,4048.634,19317,40,0
2026-07-23 16:00:00+00:00,4048.75,4051.942,4045.862,4051.404,8860,40,0
2026-07-23 17:00:00+00:00,4051.457,4054.735,4041.739,4041.955,10902,40,0
2026-07-23 18:00:00+00:00,4042.083,4048.475,4040.604,4046.041,8417,40,0
2026-07-23 19:00:00+00:00,4046.342,4051.1,4042.976,4049.991,6936,40,0
2026-07-23 20:00:00+00:00,4050.056,4051.315,4047.464,4049.299,4165,40,0
2026-07-23 22:00:00+00:00,4050.741,4050.838,4048.657,4049.539,2780,40,0
