time,open,high,low,close,tick_volume,spread,real_volume
2026-08-02 22:00:00+00:00,4073.165,4079.518,4068.146,4076.432,2264,40,0
2026-08-02 22:15:00+00:00,4076.379,4077.375,4064.173,4065.969,2091,40,0
2026-08-02 22:30:00+00:00,4065.971,4068.576,4063.985,4067.031,1821,40,0
2026-08-02 22:45:00+00:00,4066.977,4067.344,4063.498,4064.014,1526,40,0
2026-08-02 23:00:00+00:00,4063.978,4067.4,4063.169,4066.425,1542,40,0
2026-08-02 23:15:00+00:00,4066.443,4072.67,4066.111,4071.984,1414,40,0
2026-08-02 23:30:00+00:00,4072.008,4072.539,4068.059,4069.56,1083,40,0
2026-08-02 23:45:00+00:00,4069.898,4075.032,4068.263,4074.878,2225,40,0
2026-08-03 00:00:00+00:00,4074.939,4079.14,4070.069,4072.225,4307,40,0
2026-08-03 00:15:00+00:00,4071.919,4073.155,4061.303,4064.483,4355,40,0
2026-08-03 00:30:00+00:00,4064.539,4070.109,4056.926,4058.422,4849,40,0
2026-08-03 00:45:00+00:00,4058.498,4060.874,4055.7,4057.219,3925,40,0
2026-08-03 01:00:00+00:00,4057.381,4063.562,4051.634,4052.597,8009,40,0
2026-08-03 01:15:00+00:00,4052.601,4055.106,4047.383,4053.076,4226,40,0
2026-08-03 01:30:00+00:00,4052.965,4057.07,4047.617,4051.058,4484,40,0
2026-08-03 01:45:00+00:00,4051.108,4057.551,4050.061,4056.484,3673,40,0
2026-08-03 02:00:00+00:00,4056.791,4061.122,4053.17,4055.776,3250,40,0
2026-08-03 02:15:00+00:00,4055.716,4060.896,4052.025,4058.241,2600,40,0
2026-08-03 02:30:00+00:00,4058.344,4060.934,4052.532,4059.489,3805,40,0
2026-08-03 02:45:00+00:00,4059.486,4067.332,4058.455,4062.331,3186,40,0
2026-08-03 03:00:00+00:00,4062.353,4065.649,4061.0,4064.136,2591,40,0
2026-08-03 03:15:00+00:00,4064.335,4068.129,4061.564,4063.831,2927,40,0
2026-08-03 03:30:00+00:00,4063.895,4065.063,4060.684,4060.813,2288,40,0
2026-08-03 03:45:00+00:00,4060.672,4066.84,4059.222,4064.984,1903,40,0
2026-08-03 04:00:00+00:00,4065.062,4068.412,4064.307,4066.621,1752,40,0
2026-08-03 04:15:00+00:00,4066.601,4071.185,4066.039,4068.4,1696,40,0
